四川对居民个人提出了哪些要求来防控疫情？	bb989a912a3b3485a3041001ebcb9e2f,089eb5e1b2a539519c624b3fb9b2cd2f,e675932d4ff83593b9bc4d873bea52c5,e675932d4ff83593b9bc4d873bea52c5,e675932d4ff83593b9bc4d873bea52c5,f16d46527dcc3a5584f748c2a770cbd1,62e8a8e106463cd09f4942fba50a7004,60033b8a19193e0eb6c40bf53a14030f,8b523d42fcab3f0c812119e8ebd103ce,2f4704e573e735db89c6547a92b9d0d1
福州市政府为福州市重点企业稳定生产开通了哪些绿色通道？	fe64260fa1c339bb8fa2574906913255,f5600962b21d3578b95b3db048d63a1e,07befc337bd631debd7e5f1be3c57ec0,04c987b9bd5e30e88615c69957ead487,342381efefb43b40aa47cdf3fc28e564,334119569e673c78953301f069bc78aa,0df60e0acd4e3904a79254965916b252,3dbb1cdfec0d36d78c99a975742ba9cd,66ca76d9631b36d0b9bd707beabb0ff6,54abf15831e13b4f9e079e6c48785afb
西安市如何健全服务联系机制？	3ff7ac04f7d933d788378f25027de735,79e8976a71a237288596b85728515995,b28316415a0331668c09fadacb26cc8d,b3fcf1084f653344930a26c0db81d998,95afc712d31033f4b921b7256195e580,6fa1cf228a9a3af9a9ea9b4cc839d6ca,158e9462565730d996cca641234bfc71,8d727db7da8d3844be03d3f15651385a,ce7384d63fb73cbc9b4e475da4c26d1e,f5097b52398433a186ec18824443443c
交通运输部在《方案》中将哪些列为关键控制指标？	c80daefc6fd83b019861dc66888cf479,288d6273b9d939fcb647b807efda4157,a0d76f2f39fc390181d799cd4bb16b51,cb3872b4db763ce8bf7cd19a6b5722dd,a1251b40aeb6381f9193e8bf8d129398,8369afd133df345e9562b1c5994b2ac3,0bd0ef57aa9a3a6eaa94a68d9e6ee445,2e5689a0bce93fbe8f4c0e47699ceb8a,1fa950c9cdb933e699dc851069d783c3,710bd75d384834ecb169315568b0c69c
浙江如何保障生活保供类电商及快递企业正常运行？	c80daefc6fd83b019861dc66888cf479,288d6273b9d939fcb647b807efda4157,e62f1c1817f1379a9e2e89124a6129f0,7a5275fbcba5308d8415211280de429c,5589cfa3108b35e99138385a4ced3d30,598c0596b14b377e8bee63c83e838496,0fb3e36261453a958a711af5d4530ba5,4a89ee0cd0bf3f49be0ac6cb6e9a7f7e,69795207b17a3024ac46589bc23b47ea,c28a683c89ce3a83a5a3c2a408b78154
安徽省在疫情防控期间新增就业岗位的小微企业给予什么政策支持？	d394ebbb427e3ed2aa22760e73dde245,3c4eae9564ca38a687bf13e6c0520c24,367520d3f8f73e89bf8a65b16d210296,6da031415f1c3f4c81c280322c6aaf49,72e70c5625a638e4b570cbbd89d42657,72a3eb8cada539ab9583e5ba0652b04b,2c99a581c46c3a4fb7265ca7ed83a1e8,21a4713db90639b5a96cc5bb7537a692,ea192aca91e6364ba579bc29736ba465,089eb5e1b2a539519c624b3fb9b2cd2f
上海防疫物资生产企业，符合条件的企业贷款利率是多少？	cc1e55eb09303af1ae32d7a4214f43a8,7b6377a6b5d83fa3a0ea3a116586065b,576dbf164c9e33128387897ac7ade0d4,71da2a47a3af38be9a5b3a3757731ee8,fdc70c174302300db59e8526cea0e25b,80ebd5fed7983150a5fc39f7f214e3d1,0f9cd5b23857394e88926fdf34858563,6da031415f1c3f4c81c280322c6aaf49,b332dfffa8bf38eeb5d2885eef6eaeb9,2313f54fe2ed313fbf31be70b620ffea
河南省通过哪些途径平抑生活必需品价格等问题？	bea164c22de4317295d5605d24c40a61,48fadc61da8b3f4f8fb3f8dd83e21cd5,48fadc61da8b3f4f8fb3f8dd83e21cd5,7166cee34993336480c3960ffe557648,ff86b670fbbd3889b5b1160dc84dc9e4,bd3527ea437c3daa86e3b8b2cb172007,879bbe945e363b8e97b44512827ad840,133cbe053c453db492934f94016dfaf6,df4bb6db3a5c3e04a5f6d08e7127f89f,3de6debc6bf138618d2faa1fcf469b5d
“创客北京2020”中小企业创新创业大赛中设立“疫情防控”专题赛参赛者通过网络进行注册报名，报名地址是什么?	737502816c50367f813d01a6bd9bf175,5a955db52d3d364b8989f8b94f26e075,9b1abe15c94734a19c5579698d1a8d79,02374a08a2f33e5ca8e1b1262a89a108,5de7060a1cb6371bb289aff1609c6c21,04aa41f1321e3c9a8a7de0c57305d829,78ca8ecf6a3b32358630b970c28fa7ea,373728ef6b63393f8f2e1315a0acde10,909e7be49f9e3154b1e6e1c4013e93b6,952096ecd7e8371ea1316979f8279c24
南昌市出台了哪些政策来支持疫情防控物资和生活必需品生产企业？	bf0a4b0e18bc3b89b646c3b1c0f136c5,3c4eae9564ca38a687bf13e6c0520c24,d576c0dbb11b36c097292d63febb1b5b,2f4704e573e735db89c6547a92b9d0d1,186f890c134e315998247e89821b38bb,80433b535e3e317cadd6d459c350608e,6903a41b10e03bac9c0af82645945e04,089eb5e1b2a539519c624b3fb9b2cd2f,62e8a8e106463cd09f4942fba50a7004,576dbf164c9e33128387897ac7ade0d4
浙江对企业复工时间有何要求？	997d41b667e63d6aad855266ba9802d2,89c2672a284d3290865dce0f28658b26,875c844af3d9369dbd35e65235edb372,087eca5b44c33a449f1fc193b5de8f0a,3ff942a089393039bae3c9e2370a6064,ff44502e5913384cacb0b9755d487f49,a52d296f019236939b0d370c2e88b228,cc1e55eb09303af1ae32d7a4214f43a8,34c37b7d6629362e9e6f81287671ead5,7b6bc6cb2cd83d9ba3fe7d4d6b61afe1
武汉市紧急征集了多少台出租车？	25945ec58c9c374e8d386dfe54602061,c36bbd6d93d438e9b8315c96c30ce2fc,e06c1f11a5963421bc185b6ac1d32482,60111146ce9435cd84aa774827829d87,eb259e25c049319bba013897de564e6e,12b17e0ea92431c8a2e90b9aa782b3a8,b571723c3a863ee2b4929edf9b6c2ee8,c78e76b137c53133b56bedfda7a779bb,fd940c51cb753abf99c9bd37d9180996,40cef2449a543fbd9e1fc7f82ae847cd
新疆维吾尔自治区微信公众号捐赠如何操作？	6bab14998a2f34a283551ecdaf84ae19,618eceb66e1c3987bc3a3b37c416ef2a,d6e3dcf45356325f9adeefc5b81171c0,68569de46cab35649f243c6012099551,0c7db7a4a4d4314082ab9e96d9f2ba96,c86fb74ee1853fa6876b3eeccd66df87,8d0454c37e8a33f48fdbc499d9a1f371,82381e22eb593655883b2d0c4c4d7c2b,9065e2c122f23f6181d6d8b85f842278,9e653d916050316d900eb0ce45f30700
兰州海关在哪里设立进口防控物资快速通关专门受理窗口和绿色通道？	fe64260fa1c339bb8fa2574906913255,658e09cf0fff3b05a47c4fae2663917c,878effbf40953e15892c47f9e8aeef48,1066c2330601370eac212edc98373589,2d81ad9212f830d28c83d26dba287c5e,57303da169c8379e986285d16e41848d,f5600962b21d3578b95b3db048d63a1e,6cb0320bf79e302990f38709d5b5f041,cb3872b4db763ce8bf7cd19a6b5722dd,bfdd8d71d1ba3fb1b8ceebe5eacf0a06
陕西省对疑似患者医疗费的报销政策是什么样的？	4e51c7b4089932e780184a659fe38bad,7896f08c6fdd34d086bd0cd1c863b89f,d35565a67ae13493a0daf90896d542be,ceae90a3468639138f2f1d5dc3b69f53,2184d41cf44d30fabb67bec95233c27a,3d35bec2577a379dbb716ea017afacd4,8a710f204829393ea843c2a6191cb7a1,8383d3fe9926380681160684bc584fa7,e49eb1bb405a33318be70da207506ce6,e5877bbba6d632d6bfa07e090bcf8eed
上海市政府发布通告在哪几方面作出部署？	ad60d9f6733e35f4a33b2f85f14702c5,437cab69d2a336c2ace37a42639915e1,c80daefc6fd83b019861dc66888cf479,288d6273b9d939fcb647b807efda4157,960c1feb1f01339fb1400b7df3101b9d,9591dd8021a43666b9b7d93361c22c2a,58c876a3d4ee348b8a867bc64130dabf,3c36f086f288337e8327bf704a65b5d2,41c6007250cb3397ab6c83e05fa1cd61,e5877bbba6d632d6bfa07e090bcf8eed
河南省常务会议将如何加强疫情的监测防控？	57303da169c8379e986285d16e41848d,902851584a273dab8694f951d2a75718,444278f3ba493d6d89d755f2c6a026aa,a063e0694cde35ef8de56c59343a0d77,7166cee34993336480c3960ffe557648,089eb5e1b2a539519c624b3fb9b2cd2f,62e8a8e106463cd09f4942fba50a7004,3c4eae9564ca38a687bf13e6c0520c24,bf0a4b0e18bc3b89b646c3b1c0f136c5,dfd4d824eb6f34d0befdfca60bf6eea5
工信部支持什么技术用于疫情精准防控	3c4eae9564ca38a687bf13e6c0520c24,2c99a581c46c3a4fb7265ca7ed83a1e8,b63c128c9bcc3bf7abfa5ab32116d204,72a3eb8cada539ab9583e5ba0652b04b,b28316415a0331668c09fadacb26cc8d,b3fcf1084f653344930a26c0db81d998,dfd4d824eb6f34d0befdfca60bf6eea5,089eb5e1b2a539519c624b3fb9b2cd2f,d523b76bb87137a9bb4428f369728d5a,fa540f93a8d8357383a17c1ed78a4ece
河北省一人一档管理制度要求掌握哪些信息？	1a32080d002f3c65a2fe68b8661b0f0f,926b2943bf233c1eabd7b3fb6d677187,7166cee34993336480c3960ffe557648,bd3527ea437c3daa86e3b8b2cb172007,da9f7ced9c3e39758162d847e1a37f19,e8169732e22435d284c2ff871bab4ecc,1d13281d0efc3514896909c783497ebd,7b5888b05c373848b18ed5b91583b168,48fadc61da8b3f4f8fb3f8dd83e21cd5,48fadc61da8b3f4f8fb3f8dd83e21cd5
在疫情期间浙江省文博系统推出“博物馆公共服务平台”,浙江有多少机构入驻该平台？	6903a41b10e03bac9c0af82645945e04,3ff942a089393039bae3c9e2370a6064,c9a1768c88013042b2064540a6594a8c,fd9c52564d7c35c38f4697c087bcf8c3,2110f9bf44f43536a95ce2d6114575b5,7a5275fbcba5308d8415211280de429c,0965ce8ee00439b39a880165d6fabc26,b18dc59b41d13afcb8db9f1cdb5fb64f,7166cee34993336480c3960ffe557648,85a63a70fb353f77bd6b769db554723d
黑龙江首批支援武汉人员是多少人？	47a96fbbb18b3bd08356f21eed710387,5acea9b5c24c3a64829b25c992e70171,d117275aa7cf372eb85b44bb45bd41f8,e0d7dc0761ff3cd5bc72fc3d35818117,d48e820ad1103ec0846726ace3e9b16e,90bca116686d392093a627e5b55406ce,709e8c2b2a563444bfe11b2403c3cba5,25ae2e189d583491b57ab0cc8cf2f720,25ae2e189d583491b57ab0cc8cf2f720,a87c91b23fe838eeb71c4a9ac6b357c8
甘肃省发布多少条措施支持中小微企业平稳健康发展？	86a58e4b39903747bb33ef924695d1c3,87860775ba3439c9a53f7c32d4e63175,00ad902fd9a53ae5927c5905928f6dc7,00ad902fd9a53ae5927c5905928f6dc7,0ac897d675d731338ce9fc4ba3975147,df68471e55613e96bfd21dfea7e52b84,ae463bccd1b43c3d8fe3500b0aa4f828,cb48bfb43e6b319eae9f39150e9f515a,0628f6def2e735c8886df2c85afa7695,3c36f086f288337e8327bf704a65b5d2
湖北省高院明确了几类将依法严惩的刑事犯罪类型？	74d9dd6499af3b46af7ff557f38c65bd,01dee3a89e6b3cffa236ae8d320a1a8f,f7f4846c418a3badbef84c80f0b20a6e,0c79d802a2a13256bf782f30ca76a568,81f4f7d6d38b3645a75c5e2fbb5d6e95,1eedd147169f3e5ab2fe37deef45a79e,85b08319f888397a9f31f08d3cb03f29,693cca9834473d99839f474fa6b149e6,58771bb7fe89359ca33a1f25e33c90ea,957760dd37a130528ef05f8b9921c94b
温州市采取了怎样的措施来控制传染源和切断传播途径？	60785e718a2e32aa995d1105666d5de5,4cd45c9d12b43f9085759cb7cc5c9971,4cd45c9d12b43f9085759cb7cc5c9971,87670181aa1c3605a4bd66aa28b0c72c,bd3527ea437c3daa86e3b8b2cb172007,3b9e74e8f1a7380f9f4c3d54bdfe211e,b3426140e69c3d338aaaad575a0bd972,263464d03d063927b80b6ccef166fb1e,5c9a7635f6d3328a96f935bbb90976a2,a69bf111847d3e5fab6e701f70314b92
战“疫”满月之时，上海将工作重点放在了哪个战场？	bee0a78c1f9b3f4ea483d7ca10b94cf6,bf0a4b0e18bc3b89b646c3b1c0f136c5,49ca724bce8338aca7b7ff13d08dc63e,9433e298376533afbbc7bc45ee76e195,1538ef4c70bc3a609c02e236169f71b7,7d866bf2535a3bc18d6ff457a2c02325,0239d09133993e6b95e79754ed45b650,7f2fb9eed00c3bd4a6645dd72f06ab22,fa1e8e1572573d96a9f64c21d55b308e,fd9c52564d7c35c38f4697c087bcf8c3
工业和信息化部对赴武汉支援的医护人员提供了什么服务？	47a96fbbb18b3bd08356f21eed710387,5acea9b5c24c3a64829b25c992e70171,e2295c8351053ea6877df3d2869a3e57,5c9747f6ce0d3b06a22f4981b37334e0,d117275aa7cf372eb85b44bb45bd41f8,35128639cb3d3c598b44073ccc8ece66,b28316415a0331668c09fadacb26cc8d,1b925ce37d3a3943bacd6c19ea9b7793,b3fcf1084f653344930a26c0db81d998,029f7e2ab84232cdbbf4346587531a7f
贵阳市对什么样的建设项目在办理商品房预售许可证时给予支持？	fcedc85d4b50394da3e7401af36a73d8,b29df32871ff3a98a033b4db3653e398,73af90a0ca463e91a8a27dc99ebeb44b,67ac690be0c23873b09d80cbfc465503,4f3ceedc1b32330c8b9556512c742834,7506bfff786535429827a60e95382d7f,ee6ec98e10d73f1781f2ba45d444d248,46b322287d4d315a887322a5db09272d,c933b5444d4539f7b5920690c68eb1ed,f22860c237b139208272cc4a32bb8369
云南省如何积极组织企业复工复产？	997d41b667e63d6aad855266ba9802d2,89c2672a284d3290865dce0f28658b26,875c844af3d9369dbd35e65235edb372,087eca5b44c33a449f1fc193b5de8f0a,ff44502e5913384cacb0b9755d487f49,60b76cb561c5348b96742472f20d6257,7b6bc6cb2cd83d9ba3fe7d4d6b61afe1,fdfae2910346369a94570f0b0ddf5652,a52d296f019236939b0d370c2e88b228,34c37b7d6629362e9e6f81287671ead5
郑州市对于不便扫码的老人、儿童给予了什么建议？	b88237d734673fffaa6e64e4c5ee34df,cbbfc2c2684f375498d9b140ee4ed1b9,49ad9fe5e4663b2ea4618bbbde1eebfb,84fc4b41a5a637429cf0bb15f1d8d902,1ad2c979fda73087880d248c99951149,c109b092c9353c30b762ba0c07b871fd,2d81ad9212f830d28c83d26dba287c5e,85e3964a2bae3913a2aa35c1405f99d7,f2f31eb275b63adea4012690d601e14a,07befc337bd631debd7e5f1be3c57ec0
重点项目开工复工过程中，采取哪些措施？	997d41b667e63d6aad855266ba9802d2,89c2672a284d3290865dce0f28658b26,875c844af3d9369dbd35e65235edb372,087eca5b44c33a449f1fc193b5de8f0a,60b76cb561c5348b96742472f20d6257,34c37b7d6629362e9e6f81287671ead5,a52d296f019236939b0d370c2e88b228,ff44502e5913384cacb0b9755d487f49,36b2d92b42c13d12940400ccfadd1f32,df87de9cb2893da4812bf8815ec2004a
大连市城乡居民社保费申报缴费业务网上办理的前置条件是什么？	4f8f0c965d5532cd9431ebc91d8ffc7b,ef3c67d7e83834fcb63a958e66f8347b,9f6a9e70d9e8386e80279f41c545dc77,d0d7ee4eb3b630d899c9eba4563bcb73,21b7d0251f1c36e9a57af843dc8a8c47,c80daefc6fd83b019861dc66888cf479,7db1867d61db319cbdcb5c675603eb49,801ad090868c395090843bcd08304df6,288d6273b9d939fcb647b807efda4157,8e815bdcabf03029bb8aa2b11462f185
锦江区成立的“党员服务岗”是怎么和各个企业沟通复工复产的流程及税收优惠政策的？	997d41b667e63d6aad855266ba9802d2,ff44502e5913384cacb0b9755d487f49,89c2672a284d3290865dce0f28658b26,875c844af3d9369dbd35e65235edb372,dcf99d1c87a53500ad5f31425e93bc79,087eca5b44c33a449f1fc193b5de8f0a,8b0703fe0a4b3b7aa43821d96bd99e1b,60b76cb561c5348b96742472f20d6257,6da031415f1c3f4c81c280322c6aaf49,7b6bc6cb2cd83d9ba3fe7d4d6b61afe1
在退役军人事务部、中央军委政治工作部联合印发通知中指出了什么？	b3fcf1084f653344930a26c0db81d998,b28316415a0331668c09fadacb26cc8d,437cab69d2a336c2ace37a42639915e1,e7a047f24aa533e9b13c0b06d022fc1a,be1f3dc101de3a8d9018d98fa7b88328,288d6273b9d939fcb647b807efda4157,c80daefc6fd83b019861dc66888cf479,e5877bbba6d632d6bfa07e090bcf8eed,2457ba1bbe9f3b0e8f9b6d43eecfd3c5,aec51f6b3d663db6848f48513ec99afc
陕西省针对中小学校，培训机构出台哪些规定？	f5097b52398433a186ec18824443443c,3be8ddd42b62381786d18197015393f8,ab010b9801b535da818b3ca0e24cca06,d35565a67ae13493a0daf90896d542be,fd9c52564d7c35c38f4697c087bcf8c3,8502787b90233cbf81ca6a5a307d8349,12b17e0ea92431c8a2e90b9aa782b3a8,b7d0ce684e4f34c6852cdb0a0705b67e,ac259d003bed306f9c2dd840d0bbb82f,a2d55cf05d8939668bc98264db0365b5
海南推出的复工复产企业疫情防控综合保险保费如何计算？	997d41b667e63d6aad855266ba9802d2,875c844af3d9369dbd35e65235edb372,2c99a581c46c3a4fb7265ca7ed83a1e8,89c2672a284d3290865dce0f28658b26,ff44502e5913384cacb0b9755d487f49,a94755cfe30d3a08a651c3e6f4beede4,7b6bc6cb2cd83d9ba3fe7d4d6b61afe1,afaa957524db35ed9638415b78530963,087eca5b44c33a449f1fc193b5de8f0a,4a89ee0cd0bf3f49be0ac6cb6e9a7f7e
内蒙古出台了哪些措施支持防控疫情重点保障企业和受疫情影响生产经营困难的中小企业健康发展？	d576c0dbb11b36c097292d63febb1b5b,576dbf164c9e33128387897ac7ade0d4,dfd4d824eb6f34d0befdfca60bf6eea5,bf0a4b0e18bc3b89b646c3b1c0f136c5,d523b76bb87137a9bb4428f369728d5a,637c2b10e0ac3c8ebaac34c99544dd83,8a1a6e942f2b3e108482eb4ad9a5b504,cc1e55eb09303af1ae32d7a4214f43a8,fd9c52564d7c35c38f4697c087bcf8c3,b332dfffa8bf38eeb5d2885eef6eaeb9
大连市税务局关于纳税人网上申领发票时如需申领增值税发票（不含增值税普通发票卷票）应如何操作？	1b43660a8ba732c3bbf9eeeb28c0a579,8c246ceac36c37adbc95743012913211,6f83244f2b383c16b5965e00535a428f,3a07ee0f8ac83884a2b32baeaec79ac0,46224ed38f9732978d1a99b7f0af00a9,fe324902fa1737759838098962a94033,174cfdfe3f5c3dd0a342a49794b51d17,04c3a9152b2034a5a29740630908a3de,68bdefd814a1315b8e85a77d5cd947d8,eee536823bda3e07805f6963b42bffb3
在严格落实“菜篮子”市长负责制过程中，地方政府主要负责哪些工作？	49218693edab3c2cbad405cfc1688d2a,997d41b667e63d6aad855266ba9802d2,e5bf707ddb79389a95dcea1c92f17e30,9865b1ef0d9f335bbecf67b37479f9b1,c0f162a352ad3815b1b8acb236b80bd6,999aa7b9cec130d5b27f6bb332e712cb,fd084aad31583287930c3f57c0e1fd6a,a1a93c4f046a37cb9e2d734bca7da0e0,9afa7c3f1e443c6b9a43b9eeeb4ae460,39cdbab0ddcb3536998f2318484b890f
纳税人未能在规定期限内开具相关证明或申报出口退（免）税的怎么办？	f90ae99d88933049b131979e519c177b,27fef749599833068be333bdb0d72422,7aad61897d82374eacdb705715037df2,7386fb0614a43f6e9b55f1b1355a053d,e93decec71b33f86aea22f1cdf1faaa6,a2a8a3a0685636b69c7864628ac56833,a5cea18001e13c87b99d2768e635d901,cd5fb4822e4e3d9d820653e37a0ef187,43272e57c87e38fda12d1ae2d6e17110,b8140387b9e43b8689dd23927790ea50
2020年春节假期延长到几号了？	3ebc668c6cad34918f103b2933e32af4,2763f31820a833c38c7dc37a8445e223,caa5390c04fb3dd5b150624556402158,ed6dbc8eab703ff5811a4cfdfd66b7ea,2c79d9d823b03547a8effdf5a49ff792,691a63a59b883bf3b8bb75e9529b51d9,1c1710f08b32338c9cf36fa737222644,2fc2d268585a3ea2aa21212bf1c834fb,321f0adb1a33397ab2083e0ac2a50765,ff86b670fbbd3889b5b1160dc84dc9e4
苏州工业园区对困难中小企业采取怎样优惠政策？	bd3527ea437c3daa86e3b8b2cb172007,5b7f25dda7cb33a3a291171edfb044be,cc1e55eb09303af1ae32d7a4214f43a8,72e70c5625a638e4b570cbbd89d42657,17fbb865b8da36f084494a638b8bbb03,0f9cd5b23857394e88926fdf34858563,ff44502e5913384cacb0b9755d487f49,6ec026ba83153c1ebc4273c29df53261,fdc70c174302300db59e8526cea0e25b,21a4713db90639b5a96cc5bb7537a692
疫情期免收通行费的收费公路范围是什么？	f70572c8a9283820be1013687e0903f3,08899cbb2d2d30afaf61d390efdbc14f,8a1a6e942f2b3e108482eb4ad9a5b504,aed7d7fe02613e749524177cf37e66c5,3935e41898f03bd6b7d4dffeee01dee9,aaa5f02f17393aada2ce86771039d643,dfd4d824eb6f34d0befdfca60bf6eea5,3a07ee0f8ac83884a2b32baeaec79ac0,46224ed38f9732978d1a99b7f0af00a9,fe324902fa1737759838098962a94033
宿州市线上申购非医用口罩时间是什么时候？	4b2a3edb0fed3abcb488efdd76ac193f,d3cba17f983931789d4856f5daa46250,8853c80f4cee33eabef4289d6015356a,9377c76e2ab932aabad1ae49b1daa813,3bb9233375d4303c96c85cd1ed701fa0,8a710f204829393ea843c2a6191cb7a1,86a2dd8da73c3ac7a89137fe1de618cf,60989a9410e93a27af59a8bb8eae3456,90bf7658f6ad39baa5098b6d5cac1b1a,090bdcd59ecc369e8a8fc54fc4e2f560
吉林省长春市的市民如何完成乘车实名制登记？	49218693edab3c2cbad405cfc1688d2a,f4cbacf6104a3478919bf066316f5f6a,709e8c2b2a563444bfe11b2403c3cba5,e119920ab1c5398680639a7a878c9fa3,4f97a924052230de817f1107267d6897,71069fe5d51b309cbdf03e2e2ef3d92d,102f7064f6cb3f3bab8b2ebde9b3a05f,11734b092baa39068c52b4df00e0760c,e0d7dc0761ff3cd5bc72fc3d35818117,f9faf10ccd3d33beb120437e3874595f
山东省对无力足额缴纳社会保险费的企业有何政策？	a94755cfe30d3a08a651c3e6f4beede4,cc1e55eb09303af1ae32d7a4214f43a8,bc54c8fae93631e18ade8615114ad3b7,e6d562fe2a6c3e43a07e3e13c974efa0,df79a44723ee31ee883737d9e9cdf287,ea192aca91e6364ba579bc29736ba465,02ac2069e7eb393caf2a7eac614439e7,2d153c744dad36679acb43cff5833514,44883e853ab23ff5b1a20c02bb0fcee6,80ebd5fed7983150a5fc39f7f214e3d1
财政部、税务总局公告2020年第9号对国家机关、公益性社会组织等接受的捐赠如何处置？	437cab69d2a336c2ace37a42639915e1,b28316415a0331668c09fadacb26cc8d,b3fcf1084f653344930a26c0db81d998,c80daefc6fd83b019861dc66888cf479,288d6273b9d939fcb647b807efda4157,ad60d9f6733e35f4a33b2f85f14702c5,88583f132313330a91e250cab4c679d2,e5877bbba6d632d6bfa07e090bcf8eed,960c1feb1f01339fb1400b7df3101b9d,0a0ad57b197d3b309acfa722ff1bc600
