,id,candidate
7,fbf256e1cc233201b85e75592df70ef5,e7fbce13a1fa3c5bb087ebbcecf81730
8,fbf256e1cc233201b85e75592df70ef5,303af94a98f03083a6c8e141cfe1d561
9,fbf256e1cc233201b85e75592df70ef5,a2438f5e5c6734c0853befad58aa8a5f
0,95a635f84cfc388a83bb3000f70c3aca,aec738bbd7a730ef9b0f06ac32b09cce
1,95a635f84cfc388a83bb3000f70c3aca,77895478a3bc370ba2cfc70ae91d5abf
2,95a635f84cfc388a83bb3000f70c3aca,c2c01b9338ae323fb8e1ee406e0fef6c
3,95a635f84cfc388a83bb3000f70c3aca,5aa9e5e30b323379a27b44bff41b6c2c
4,95a635f84cfc388a83bb3000f70c3aca,adaf630e874231b1b6d723a270accbc2
5,95a635f84cfc388a83bb3000f70c3aca,c28f63af994f3c1a80c4a7327f8cf2b7
6,95a635f84cfc388a83bb3000f70c3aca,9f2ba69b04d639cf813ec93679e91d61
7,95a635f84cfc388a83bb3000f70c3aca,fe972966ed2430a1b99fa2a19ba34707
8,95a635f84cfc388a83bb3000f70c3aca,35faeaf74bb131159d495fa0ad5166e0
9,95a635f84cfc388a83bb3000f70c3aca,30e3335eaab8347aa7991bdd0b3caaed
0,81e0cdf55f3f3d5aba045a1a0ee31cc2,cfe9c2a9dcd23e81bfc58d5ad79b4cb1
1,81e0cdf55f3f3d5aba045a1a0ee31cc2,868d905b01d43139a74230cda3ea16df
2,81e0cdf55f3f3d5aba045a1a0ee31cc2,c4031d2b0cb238a8a32d0ce4b2b0d0b5
3,81e0cdf55f3f3d5aba045a1a0ee31cc2,83e37cc285f73ab1b08e9e4ee2cdf895
4,81e0cdf55f3f3d5aba045a1a0ee31cc2,f0fec58041013cb996bd10ec0934cd6c
5,81e0cdf55f3f3d5aba045a1a0ee31cc2,e74b323c4946398590279d4f474ee738
6,81e0cdf55f3f3d5aba045a1a0ee31cc2,96a2f56a8966308c981b0c0f1f9d13f3
7,81e0cdf55f3f3d5aba045a1a0ee31cc2,643be50820d63b999786f511dd33f60b
8,81e0cdf55f3f3d5aba045a1a0ee31cc2,5ff745ac6ea6353f984e58629b175eab
9,81e0cdf55f3f3d5aba045a1a0ee31cc2,9f602139ee983582853287005a12acd5
0,5eee9290d4663af88788106f9b92e21d,b9e391a83d033ebe80bab1b2c0d04aad
1,5eee9290d4663af88788106f9b92e21d,244da8ab6e073baea3a195bd1a4602ac
2,5eee9290d4663af88788106f9b92e21d,14076fadf8373e38831dfb6869d2446b
3,5eee9290d4663af88788106f9b92e21d,615a4709da573db5ad9547b824d1e62a
4,5eee9290d4663af88788106f9b92e21d,184d9c9cfb383d9cab6d1c26e16d39a3
5,5eee9290d4663af88788106f9b92e21d,8ecb0f0f14d337f898da44afc0432e19
6,5eee9290d4663af88788106f9b92e21d,f10bbd10ca6e3c8294d7090b684a49b5
7,5eee9290d4663af88788106f9b92e21d,b7b30aeb48753e7daa1cb7bac023cf2a
8,5eee9290d4663af88788106f9b92e21d,64cd36b6a36e3fdca3ad8f14940cca11
9,5eee9290d4663af88788106f9b92e21d,edfdcb412bd33d289112800117ac4aa7
0,d30b40d920e93b6b80758685b13667c3,647e9c1b71723e65a21533ebc0acfe05
1,d30b40d920e93b6b80758685b13667c3,c0c7fc0caba53f3191bcc05d294a387d
2,d30b40d920e93b6b80758685b13667c3,b835e61cd49c393a80a96816783c3fe4
3,d30b40d920e93b6b80758685b13667c3,e6f85781ab7e3313b45302895e0c1caf
4,d30b40d920e93b6b80758685b13667c3,5e662ad0ebb333f9b3913632ac3f109e
5,d30b40d920e93b6b80758685b13667c3,2e77cf6309243e6f8066c8c35ee6e60d
6,d30b40d920e93b6b80758685b13667c3,ea996515385437fa938d7db63eae710b
7,d30b40d920e93b6b80758685b13667c3,d5e489ba0ed13747ab23f9820b66697d
8,d30b40d920e93b6b80758685b13667c3,3de6debc6bf138618d2faa1fcf469b5d
9,d30b40d920e93b6b80758685b13667c3,db5c83012c4733bb9d39b60f512a65a2
0,b16ac4785a63302d9874e079df4784c2,bdee45a53ac03acb93277c6431ff4d13
1,b16ac4785a63302d9874e079df4784c2,d8d6f5bbf3483c789eef58b6eb5ffd8f
2,b16ac4785a63302d9874e079df4784c2,e7fbce13a1fa3c5bb087ebbcecf81730
3,b16ac4785a63302d9874e079df4784c2,78eca10299f03f7c860fb90413335892
4,b16ac4785a63302d9874e079df4784c2,a9ba6117527a3580a47ffcb21c0fbf42
5,b16ac4785a63302d9874e079df4784c2,334f341d46b33e5bb7a2c271fbbc2736
6,b16ac4785a63302d9874e079df4784c2,6091bdf0df593375833345625c4cca0c
7,b16ac4785a63302d9874e079df4784c2,694e8b7d9b4f3058ab938e8000e07bc4
8,b16ac4785a63302d9874e079df4784c2,01646f6f304d337a9ca76ea4d447ea0f
9,b16ac4785a63302d9874e079df4784c2,053fba23858034afa63bfa6d384499d4
0,f896298f70b63fd5aeb39b6aca7d2b62,485829af8e2c3d0f833e98d8a15f918a
1,f896298f70b63fd5aeb39b6aca7d2b62,59d2f396fde033df9df83a0d6a17a05b
2,f896298f70b63fd5aeb39b6aca7d2b62,7ba34595f6ed378390476110c75ca3cd
3,f896298f70b63fd5aeb39b6aca7d2b62,101a972fb7b539d79503ce2f64bd1615
4,f896298f70b63fd5aeb39b6aca7d2b62,f5c1ed72c7bd375a8efc362d65833f99
5,f896298f70b63fd5aeb39b6aca7d2b62,d4a6112333913878b171fc02c84072ba
6,f896298f70b63fd5aeb39b6aca7d2b62,daf79f79ee223b54a4f1fd7c03331204
7,f896298f70b63fd5aeb39b6aca7d2b62,ee25d127e7f7381c86dd8f5989c0de2d
8,f896298f70b63fd5aeb39b6aca7d2b62,c338185173853c01835845ee647401db
9,f896298f70b63fd5aeb39b6aca7d2b62,e446c15781883a59ac73d3ef53c41f78
0,f26b3bb1bb8335aeaea0f3f122b36c95,8938370855d438d09e117cd3167bc843
1,f26b3bb1bb8335aeaea0f3f122b36c95,e5ecec44ef6d32aea5e93e304a8e9c6a
2,f26b3bb1bb8335aeaea0f3f122b36c95,fbe78053ec5a3946b3201d0cb5bb37b7
3,f26b3bb1bb8335aeaea0f3f122b36c95,f63b1d4c8e9a3808af9f1a744fae5ef6
4,f26b3bb1bb8335aeaea0f3f122b36c95,f63b1d4c8e9a3808af9f1a744fae5ef6
5,f26b3bb1bb8335aeaea0f3f122b36c95,b9d90b89a7073aba8b3fa95293ac627d
6,f26b3bb1bb8335aeaea0f3f122b36c95,920a83e0a1a53aab991c7e4949d595ee
7,f26b3bb1bb8335aeaea0f3f122b36c95,5e09fad8206c382286e227db61176df7
8,f26b3bb1bb8335aeaea0f3f122b36c95,d09e5aa6b3e3375f97f83884ecd9e926
9,f26b3bb1bb8335aeaea0f3f122b36c95,cff326cb134c339c8e751e6d42905055
0,8ee2e1b0a41f32ae8d0d688a213bd14b,a5e34fbcf749354c90e8a07b97923758
1,8ee2e1b0a41f32ae8d0d688a213bd14b,70924e92234535a084105019a83203a3
2,8ee2e1b0a41f32ae8d0d688a213bd14b,c070acf7e3a93e488d0b39658b6e2453
3,8ee2e1b0a41f32ae8d0d688a213bd14b,c69236c5ae563a458d87140e2b43c81d
4,8ee2e1b0a41f32ae8d0d688a213bd14b,cad0cac2b2bf3010b5ff5076fd95c162
5,8ee2e1b0a41f32ae8d0d688a213bd14b,09ab860c6a16380c94867e21c81b2a1d
6,8ee2e1b0a41f32ae8d0d688a213bd14b,474ad403ba413159914a465561f4d223
7,8ee2e1b0a41f32ae8d0d688a213bd14b,20a58585a2883982be927ecb5712c849
8,8ee2e1b0a41f32ae8d0d688a213bd14b,c03efb794f543787b2b8c7103db46289
9,8ee2e1b0a41f32ae8d0d688a213bd14b,d898435a903c3865ab91e76966d31909
0,9317ce7782b93c0d87b0c4a3c968d8a2,48a677c4d45e3cb4bf57e45afb599d2b
1,9317ce7782b93c0d87b0c4a3c968d8a2,ef3c67d7e83834fcb63a958e66f8347b
2,9317ce7782b93c0d87b0c4a3c968d8a2,c82874ede1983be9a806bf9cf6e7740f
3,9317ce7782b93c0d87b0c4a3c968d8a2,a13ed02446ca3f5eb4231bf39eef0c5f
4,9317ce7782b93c0d87b0c4a3c968d8a2,303a5432b8b73f108f04134391d83d37
5,9317ce7782b93c0d87b0c4a3c968d8a2,25e08107db74372eb9567dcf6c8c6620
6,9317ce7782b93c0d87b0c4a3c968d8a2,d10185cf86f3329dbd847facc60545db
7,9317ce7782b93c0d87b0c4a3c968d8a2,17d449869992338aa4fa32a11196593c
8,9317ce7782b93c0d87b0c4a3c968d8a2,c04d903e6de335d0bbb5620a4ecf3de6
9,9317ce7782b93c0d87b0c4a3c968d8a2,114c38de21ef3c49856a6f2fa6e1aca7
0,8a8340ae77513d089e49352091be3f8a,fc1a4628f25331cb83c898369675edb6
1,8a8340ae77513d089e49352091be3f8a,c7afc6e88f7634a8995b1d79a6fe1d1a
2,8a8340ae77513d089e49352091be3f8a,718f03c5ae3230eb8f4f59cc51b14422
3,8a8340ae77513d089e49352091be3f8a,8f41844c55bd30d7a177e6e4c8d5f118
4,8a8340ae77513d089e49352091be3f8a,d095a3350c2e33d6b3d091efb4b75ff6
5,8a8340ae77513d089e49352091be3f8a,c48f3c3d56243a2ca0a70dd9829a0d83
6,8a8340ae77513d089e49352091be3f8a,716856b6241f31ce8f95b51e31db6d2a
7,8a8340ae77513d089e49352091be3f8a,64122f105225303f9f979d0a61d2bc4c
8,8a8340ae77513d089e49352091be3f8a,0087ded5cd9b3dc6963f2eac237381c3
9,8a8340ae77513d089e49352091be3f8a,f9494855d2e13e70823eca4e69de6bfb
0,c216607e4dc231cd882d69e894486d52,7e3cf4cd3d3b36bb8125fcc5c4ff032e
1,c216607e4dc231cd882d69e894486d52,0a6b02d0104c3d6c801d37ab63d5c827
2,c216607e4dc231cd882d69e894486d52,71069fe5d51b309cbdf03e2e2ef3d92d
3,c216607e4dc231cd882d69e894486d52,8ece0dd52f853151bdd506661ad00a9a
4,c216607e4dc231cd882d69e894486d52,25d09d3b0f893357b63a9187170668e9
5,c216607e4dc231cd882d69e894486d52,49ca724bce8338aca7b7ff13d08dc63e
6,c216607e4dc231cd882d69e894486d52,97869dd89c5a3bab92fb9fba1f3cf53a
7,c216607e4dc231cd882d69e894486d52,18b3b6ba7bcb31668f15b880db67b8d9
8,c216607e4dc231cd882d69e894486d52,de2365988ed1381fb9d448943ec2a6bf
9,c216607e4dc231cd882d69e894486d52,637c2b10e0ac3c8ebaac34c99544dd83
0,41feb27e3f173411a3f70cc5d659953a,3d9a8349bdf33e188be0e01c91c980d5
1,41feb27e3f173411a3f70cc5d659953a,4cc6078a332b354c9ba3f69f17b51a6f
2,41feb27e3f173411a3f70cc5d659953a,77ba442881c13916a6c3dcf60ab77985
3,41feb27e3f173411a3f70cc5d659953a,ff0253bb12f63eff957b2cd66f4a740c
4,41feb27e3f173411a3f70cc5d659953a,760e2499b332398287515b3577df9a7a
5,41feb27e3f173411a3f70cc5d659953a,e556cfc816fd38bc83bbf789b03e3ef4
6,41feb27e3f173411a3f70cc5d659953a,a775ddbaa6ba358b8188b44dc5ae603a
7,41feb27e3f173411a3f70cc5d659953a,dda72d4bbe563e0d81d19324fbba14a0
8,41feb27e3f173411a3f70cc5d659953a,e1409ab65eed30e89909660760c7c886
9,41feb27e3f173411a3f70cc5d659953a,fcbdd6f9f20f348c8a8f30d4ab5d7fd2
0,58e379610999314eb95dd5704ae0588f,3efd6c4ea19238948d61561eac4a7872
1,58e379610999314eb95dd5704ae0588f,3efd6c4ea19238948d61561eac4a7872
2,58e379610999314eb95dd5704ae0588f,53f1576bb80931b481de51ac442e734f
3,58e379610999314eb95dd5704ae0588f,e446c15781883a59ac73d3ef53c41f78
4,58e379610999314eb95dd5704ae0588f,101a972fb7b539d79503ce2f64bd1615
5,58e379610999314eb95dd5704ae0588f,f5c1ed72c7bd375a8efc362d65833f99
6,58e379610999314eb95dd5704ae0588f,d4a6112333913878b171fc02c84072ba
7,58e379610999314eb95dd5704ae0588f,daf79f79ee223b54a4f1fd7c03331204
8,58e379610999314eb95dd5704ae0588f,ee25d127e7f7381c86dd8f5989c0de2d
9,58e379610999314eb95dd5704ae0588f,4058734398d63adc8b9631ada5716816
0,ee75d2d3eea43e0f8c79bd1b4cdee037,60607e727dae39699d2295e4eae15772
1,ee75d2d3eea43e0f8c79bd1b4cdee037,9dc4b8b366d63d4dad4a6f92493509c2
2,ee75d2d3eea43e0f8c79bd1b4cdee037,8d7345ba82af38a4bdaffea876ca002c
3,ee75d2d3eea43e0f8c79bd1b4cdee037,5554eed9954b395f848e7fdac089a398
4,ee75d2d3eea43e0f8c79bd1b4cdee037,52ea349f0cb033c7837c5a042fa88b13
5,ee75d2d3eea43e0f8c79bd1b4cdee037,cec63d5d41a43bcba5971fd6a1ff338d
6,ee75d2d3eea43e0f8c79bd1b4cdee037,67d5bd498770312ba64759237b593b37
7,ee75d2d3eea43e0f8c79bd1b4cdee037,0df56a638b763049a242836a74aa0ba3
8,ee75d2d3eea43e0f8c79bd1b4cdee037,a11d55714dea3950b2b4ef27f78029aa
9,ee75d2d3eea43e0f8c79bd1b4cdee037,a6dff28b2c003fcdb5dab49d13c22d72
0,1c2683e5922232b4b2509e4a8483eb7e,fee58f68cf0f38cda1a21643854ff7db
1,1c2683e5922232b4b2509e4a8483eb7e,5b727f9f477a37a89ab85999c94c0c8a
2,1c2683e5922232b4b2509e4a8483eb7e,5b727f9f477a37a89ab85999c94c0c8a
3,1c2683e5922232b4b2509e4a8483eb7e,4fe12c7bf4d538ab86ea1d51c23781a6
4,1c2683e5922232b4b2509e4a8483eb7e,19a89fd4012435d2ad23071bb4e48332
5,1c2683e5922232b4b2509e4a8483eb7e,8ceff7b2b20039dc92ca75ba1d36e026
6,1c2683e5922232b4b2509e4a8483eb7e,f5ab0484dfc43030a2c61a8b4efab29d
7,1c2683e5922232b4b2509e4a8483eb7e,10e857c4c37a3c63852652ddcaa3460a
8,1c2683e5922232b4b2509e4a8483eb7e,eeca532f33d833b2a243a0d81304da73
9,1c2683e5922232b4b2509e4a8483eb7e,ed12cb54e0ef3ba9a7ab319e47d8389a
0,096253822bad389cbbb34b1f83aae8bd,aec738bbd7a730ef9b0f06ac32b09cce
1,096253822bad389cbbb34b1f83aae8bd,77895478a3bc370ba2cfc70ae91d5abf
2,096253822bad389cbbb34b1f83aae8bd,adaf630e874231b1b6d723a270accbc2
3,096253822bad389cbbb34b1f83aae8bd,bc3b7a1c22953371a6ac25fe9c1a27ac
4,096253822bad389cbbb34b1f83aae8bd,bdaab30a1670358bb1b9f86380fd6c4e
5,096253822bad389cbbb34b1f83aae8bd,9f2ba69b04d639cf813ec93679e91d61
6,096253822bad389cbbb34b1f83aae8bd,8caca225031b3ad4aa00e6f77f1e4150
7,096253822bad389cbbb34b1f83aae8bd,5aa9e5e30b323379a27b44bff41b6c2c
8,096253822bad389cbbb34b1f83aae8bd,fe972966ed2430a1b99fa2a19ba34707
9,096253822bad389cbbb34b1f83aae8bd,6dc57ea1f6ce380f83d245a72526737e
0,0fb7096fc8a93486a0c3b7a1c4b590c0,0fe65b9b380e31a38255039f9965b172
1,0fb7096fc8a93486a0c3b7a1c4b590c0,20f3c1dd8e22399e8f4c3844d40461cd
2,0fb7096fc8a93486a0c3b7a1c4b590c0,f27dc1d37dcc3eefa4263235556bf030
3,0fb7096fc8a93486a0c3b7a1c4b590c0,2ba59a4e39cf329cbe0d54a97f6b4371
4,0fb7096fc8a93486a0c3b7a1c4b590c0,3acac418d2443f85aa6c904791ad8ee4
5,0fb7096fc8a93486a0c3b7a1c4b590c0,c0df5e93c8ea37a7b6a6882ccce77e24
6,0fb7096fc8a93486a0c3b7a1c4b590c0,ad65ee76b89a394baf260e9dbc0ee06e
7,0fb7096fc8a93486a0c3b7a1c4b590c0,6a93bab757d53aaa94b7717b4e509060
8,0fb7096fc8a93486a0c3b7a1c4b590c0,657fa8db516930839318fce54b7026ce
9,0fb7096fc8a93486a0c3b7a1c4b590c0,a48a704978433701b373d5d606066d02
0,55ce1a2b8f8030df95708526eb8a961c,3a0a691c7959390cbc6306d51cda3b6d
1,55ce1a2b8f8030df95708526eb8a961c,fb89e537f302377d962eebdd702995f8
2,55ce1a2b8f8030df95708526eb8a961c,325e809d0be53877939c16ba6b146676
3,55ce1a2b8f8030df95708526eb8a961c,b28bb277401638d08d5a277cc4017e24
4,55ce1a2b8f8030df95708526eb8a961c,184c4e7efbfd32beb931cd5171365d49
5,55ce1a2b8f8030df95708526eb8a961c,b1c42a13b3213ec5bfe85f4365a99011
6,55ce1a2b8f8030df95708526eb8a961c,e99c5acf15ba39c8ac8d75d03427159e
7,55ce1a2b8f8030df95708526eb8a961c,db6ee498c7d034939f2a7152c29b2218
8,55ce1a2b8f8030df95708526eb8a961c,567de25a3de5367aa30048220e2cd46c
9,55ce1a2b8f8030df95708526eb8a961c,c4507647fcc935b69ffe06ebab429141
0,52d50bdc3b053b999ef42791549a4f0a,7470a3ebc47b3db4b24b1104350069f7
1,52d50bdc3b053b999ef42791549a4f0a,6688b7eec609386fb9b92d1c7272be82
2,52d50bdc3b053b999ef42791549a4f0a,b7d0ce684e4f34c6852cdb0a0705b67e
3,52d50bdc3b053b999ef42791549a4f0a,b9d13e0f27783f8da6dc373d0a77bce3
4,52d50bdc3b053b999ef42791549a4f0a,be26f5e86d6730ce91a7bc2e6c2cd131
5,52d50bdc3b053b999ef42791549a4f0a,87333d0ee80b3cdb82e0a0a8955b4d0e
6,52d50bdc3b053b999ef42791549a4f0a,97cb217ee2a634fabab3177591025ead
7,52d50bdc3b053b999ef42791549a4f0a,ab010b9801b535da818b3ca0e24cca06
8,52d50bdc3b053b999ef42791549a4f0a,a36b28d107a733ec91c553c13e5ed5d0
9,52d50bdc3b053b999ef42791549a4f0a,f3f76a371c2e3472b7a464e2d6ae18a7
0,7eef9644bd333564858d60a5ca62ee6a,8ac49195140739d7b8b8c8dc18a6451b
1,7eef9644bd333564858d60a5ca62ee6a,5717d317b4c13967978add55d7fe8cbd
2,7eef9644bd333564858d60a5ca62ee6a,c07131d667843c36a19ca1c4a57df4be
3,7eef9644bd333564858d60a5ca62ee6a,a071fdd337ed3b8dba10aa547bcacf0c
